@relation DATASET
@attribute f0 real
@attribute f1 real
@attribute f2 real
@attribute f3 real
@attribute f4 real
@attribute f5 real
@attribute f6 real
@attribute f7 real
@attribute f8 real
@attribute f9 real
@attribute f10 real
@attribute f11 real
@attribute f12 real
@attribute f13 real
@attribute f14 real
@attribute f15 real
@attribute f16 real
@attribute f17 real
@attribute f18 real
@attribute f19 real
@attribute f20 real
@attribute f21 real
@attribute f22 real
@attribute f23 real
@attribute f24 real
@attribute f25 real
@attribute f26 real
@attribute f27 real
@attribute f28 real
@attribute f29 real
@attribute f30 real
@attribute f31 real
@attribute f32 real
@attribute f33 real
@attribute f34 real
@attribute f35 real
@attribute CLASS {car,noncar}

@data
0.003,1.375,1.481,0.02,0.882,0.482,0.014,0.48,-0.595,-0.0,0.311,-0.026,-0.675,1.509,-1.4,-0.545,1.704,0.002,-0.41,1.516,1.35,0.035,1.506,0.485,-0.525,1.3,0.339,0.029,-0.28,0.224,0.05,-0.067,-0.314,-0.793,-0.085,0.02,car
0.001,-0.932,-1.436,0.359,-1.02,-0.034,0.342,-1.223,-0.595,-0.001,-0.123,0.14,0.056,-1.138,1.417,0.218,-0.996,-0.276,0.37,-1.447,-1.294,-0.007,-1.063,-0.048,-0.592,-1.097,0.473,-0.0,-0.28,-0.037,0.04,1.612,-0.962,-0.677,-1.16,-0.183,car
-0.017,-0.325,-0.95,0.072,-0.64,-0.0,-0.136,-1.074,-0.849,0.257,-0.341,0.0,-0.001,-0.687,0.649,-0.621,-0.611,-0.001,0.146,-1.102,-0.593,0.91,-0.713,-0.01,-0.004,-0.79,0.606,0.001,0.533,0.158,0.216,0.605,-0.8,-0.003,-0.892,0.0,car
-0.527,0.403,0.184,0.043,0.755,-0.0,0.971,1.197,0.673,0.137,0.311,0.055,0.94,0.787,-0.888,-0.013,0.547,-0.417,0.0,-0.069,1.127,0.714,0.753,-0.627,-0.024,0.593,-0.329,0.033,-1.297,0.083,0.01,0.157,-0.151,0.005,0.184,0.024,car
0.19,2.589,1.319,-0.407,1.136,-0.004,-0.258,1.077,0.292,0.789,0.529,-0.769,0.235,1.539,-1.4,0.709,1.704,-0.005,-0.007,1.24,1.286,0.18,1.529,0.204,0.819,1.207,-0.195,0.037,2.973,-0.012,0.543,-0.179,0.011,0.01,0.453,0.194,car
0.008,0.889,0.995,-0.221,1.897,0.495,-0.028,0.958,-0.342,0.095,0.529,0.203,-0.424,1.358,-1.144,0.082,1.318,0.001,-0.225,0.965,1.095,0.792,1.285,-0.021,0.454,0.593,-0.997,-0.16,-1.297,0.057,0.977,2.62,0.173,0.793,1.394,0.025,car
0.002,-0.082,-1.598,0.858,-0.259,-0.847,0.065,-0.207,-0.215,-0.021,-0.123,-0.177,0.019,-0.567,0.521,-0.923,-0.611,-0.736,0.008,-1.584,-0.53,-0.829,-0.616,0.142,0.289,-1.158,-0.73,0.009,-0.89,0.088,-0.008,2.284,0.335,-0.0,0.318,0.002,car
0.0,0.16,0.184,-0.613,0.628,-0.08,-0.715,-0.297,0.166,-0.125,0.529,0.015,-0.041,-0.266,0.136,-0.032,-0.225,-0.014,-0.416,0.62,-0.402,-0.136,-0.384,-0.008,-0.936,-0.114,-0.329,0.625,0.127,0.001,0.03,0.941,0.011,-0.014,0.587,0.099,noncar
-0.037,0.889,1.643,0.152,1.453,0.159,-0.056,0.39,-0.342,0.034,0.311,0.103,-0.001,1.389,-1.272,-0.392,1.318,0.137,0.874,1.998,1.031,0.01,1.347,-0.022,-0.051,1.484,0.205,0.529,1.143,0.033,0.073,1.5,-0.476,0.315,-0.085,-0.018,car
-0.243,-0.932,-0.302,-0.052,-0.766,0.025,-0.446,-1.283,-0.722,-0.634,-0.558,0.217,0.002,-0.627,0.649,0.11,-0.611,-0.076,0.001,-0.207,-0.721,-0.011,-0.696,-0.487,-0.024,-0.114,1.808,0.335,-0.077,-0.01,0.722,-0.403,-1.611,-0.572,-1.833,0.0,noncar
0.088,-0.69,-1.112,0.001,-0.323,0.202,0.219,-0.387,-0.722,-0.963,-0.341,-0.011,0.144,-0.176,0.008,0.002,-0.225,-0.034,0.115,-1.309,-0.147,0.04,-0.254,-0.072,-0.8,-1.066,-0.73,-0.315,-1.093,0.527,-0.034,-0.403,0.498,0.038,0.318,0.47,car
0.009,1.132,1.481,-0.068,1.58,-0.433,-0.439,0.599,-0.722,0.234,0.529,0.17,-0.053,1.629,-1.4,-0.805,1.704,0.166,0.054,1.791,1.159,0.031,1.636,0.877,-0.514,0.777,-0.329,0.34,-1.297,-0.279,0.352,1.836,-0.314,-0.137,0.722,0.866,car
0.266,0.16,-1.274,0.354,-0.703,0.224,-0.0,0.062,-0.088,-0.688,0.094,-0.319,-0.0,-0.356,0.265,-0.197,-0.225,0.0,-0.002,-0.964,-0.338,0.66,-0.424,-0.564,-0.101,-1.527,-1.264,0.009,-0.28,-0.098,-0.942,3.068,1.147,-0.0,1.663,0.743,car
0.0,-0.568,-1.112,-0.317,-0.513,-0.0,0.355,-0.924,-0.342,-0.282,-0.341,0.497,0.442,-0.988,1.033,-0.001,-0.996,-0.0,0.039,-1.033,-0.689,0.584,-0.916,0.0,-0.968,-1.435,-0.062,0.02,0.127,0.082,-0.524,-0.627,0.011,0.536,-0.354,0.337,noncar
0.531,-2.147,-1.112,-0.391,-1.527,-0.913,-0.683,-1.313,-0.468,-0.975,-0.775,-0.002,-0.35,-1.078,1.289,0.01,-0.996,0.004,0.889,-1.447,-1.167,0.195,-1.024,0.886,0.0,-0.913,1.942,-0.033,-1.297,-0.66,-0.191,0.941,-1.936,-0.007,-1.564,-0.587,car
-0.07,-0.204,-0.464,-0.392,-0.449,0.723,0.238,0.091,-0.215,0.001,-0.123,0.0,-0.624,-0.657,0.521,0.001,-0.611,-0.982,0.702,-0.413,-0.466,-0.356,-0.667,-0.202,-0.019,-0.452,-1.397,0.064,3.176,-0.556,0.288,-0.291,2.769,0.006,2.066,-0.226,car
-0.021,1.618,1.481,-0.726,1.643,0.37,-0.022,1.764,0.799,0.134,0.746,-0.001,-0.0,1.479,-1.272,0.208,1.704,0.014,-0.033,1.516,1.095,0.123,1.472,0.008,-0.047,1.515,-0.73,-0.584,1.347,-0.274,-0.472,1.388,0.173,0.488,1.125,-0.65,car
-0.0,-1.054,-0.788,-0.851,-0.449,-0.003,-0.454,-0.954,-0.722,-0.93,-0.341,-0.417,-0.473,-0.507,0.393,0.299,-0.611,-0.314,-0.008,-0.964,-0.498,-0.188,-0.571,-0.128,-0.129,-0.452,0.473,-0.95,0.127,0.145,0.026,0.381,-1.125,0.554,-1.16,0.0,car
-0.012,-0.69,-0.95,-0.829,-0.386,-0.112,-0.003,-0.416,0.039,0.374,-0.123,-0.013,0.228,-0.958,0.905,-0.088,-0.996,0.079,-0.712,-0.758,-1.039,0.886,-0.899,0.044,-0.713,-1.558,-1.264,-0.89,-0.687,0.15,0.515,-0.739,1.958,0.0,1.797,-0.0,noncar
0.0,-0.568,-0.788,0.348,0.438,0.001,-0.39,0.151,-0.468,-0.212,-0.123,-0.03,0.198,0.245,-0.504,0.043,0.161,-0.059,0.25,-1.033,0.426,0.573,0.176,0.591,0.755,-0.605,-0.329,0.098,0.127,0.589,-0.635,0.605,0.011,-0.902,0.049,0.282,car
-0.498,-0.082,-0.788,-0.482,-0.576,-0.873,0.813,-0.895,-0.468,-0.002,-0.558,-0.022,-0.334,-0.988,1.033,-0.218,-0.996,-0.097,0.594,-0.689,-0.721,0.454,-0.933,0.477,0.034,-1.158,0.072,-0.019,-1.297,-0.0,-0.097,-1.411,-0.314,0.017,-1.026,-0.26,noncar
-0.384,-0.568,-1.436,-0.001,-0.83,-0.004,0.41,-0.207,0.166,0.0,-0.558,0.625,-0.881,-0.867,0.905,-0.0,-0.996,0.598,-0.083,-1.171,-0.784,0.493,-0.843,0.192,-0.013,-1.496,-0.863,0.0,-1.093,-0.256,0.422,2.844,0.66,0.28,1.125,-0.05,car
0.082,-0.447,-0.302,0.0,-0.069,-0.343,-0.0,1.854,4.476,-0.286,8.135,0.022,0.915,-0.567,0.521,-0.867,-0.611,-0.203,-0.035,0.069,0.362,0.083,-0.611,0.026,-0.432,-0.329,2.476,-0.947,-0.28,0.073,0.052,-0.403,-0.476,0.035,0.049,-0.075,noncar
-0.96,1.375,1.157,0.025,1.58,0.001,-0.003,1.137,-0.215,-0.301,0.529,0.561,-0.106,1.479,-1.272,-0.174,1.318,-0.126,0.161,1.309,1.031,-0.434,1.478,-0.011,-0.94,0.685,-0.863,-0.201,-1.297,-0.668,0.014,0.829,0.335,0.556,0.99,-0.629,car
-0.018,-0.204,0.022,0.008,-0.386,-0.138,0.641,-0.207,-0.595,-0.712,-0.341,-0.927,-0.138,-0.296,0.008,0.926,-0.225,0.086,-0.084,-0.069,-0.147,-0.194,-0.333,0.363,-0.356,0.071,-0.462,-0.362,0.33,-0.118,0.192,-0.291,0.173,0.322,-0.085,-0.501,car
-0.921,0.403,-0.14,-0.429,0.819,0.634,0.433,0.988,0.546,-0.727,0.094,0.0,0.04,0.576,-0.76,-0.205,0.547,0.001,0.25,-0.275,0.872,-0.024,0.487,0.002,0.197,0.009,-0.062,0.997,1.753,-0.0,0.265,-0.179,0.173,0.469,0.184,0.028,car
-0.055,1.861,0.671,-0.615,1.326,0.289,-0.816,0.51,-0.595,-0.07,0.529,-0.843,0.005,1.118,-1.144,-0.0,0.933,0.007,-0.659,0.551,0.745,0.934,1.076,0.039,0.012,0.347,-0.997,0.278,1.143,-0.136,0.024,0.941,0.498,-0.328,0.722,0.051,car
0.762,0.16,0.347,0.473,-0.576,-0.698,-0.334,0.779,1.053,0.001,-0.341,-0.093,0.098,-0.055,-0.376,0.137,-0.225,-0.648,-0.059,0.276,-0.147,-0.403,-0.056,0.186,-0.089,0.316,-0.462,0.011,0.533,0.32,-0.019,0.717,1.796,0.022,1.394,-0.0,noncar
-0.102,-0.932,-0.302,-0.106,-1.337,0.032,0.059,-1.492,-1.102,0.946,-0.123,-0.679,0.691,-0.567,0.649,0.715,-0.611,-0.148,0.18,-0.275,-0.625,-0.251,-0.645,-0.615,-0.202,-0.083,1.675,0.0,0.33,-0.648,0.004,-0.515,-1.611,0.292,-1.833,-0.559,noncar
-0.514,-0.69,0.509,0.521,0.502,0.007,-0.011,0.271,-0.215,-0.202,-0.123,0.337,-0.0,0.185,-0.376,0.783,0.161,0.172,-0.128,0.276,0.362,-0.915,0.114,-0.017,0.261,0.716,-0.596,0.843,1.347,-0.011,-0.22,0.381,0.498,0.175,0.453,0.178,car
-0.44,1.618,1.643,0.045,1.326,-0.324,0.02,-0.058,-1.609,0.052,-0.341,0.001,-0.505,2.501,-1.784,0.0,2.861,-0.0,0.028,1.653,2.56,-0.291,2.627,-0.85,-0.208,1.976,1.407,-0.295,-0.28,0.034,-0.633,1.948,-1.611,-0.939,-1.295,0.0,noncar
0.101,1.253,0.671,-0.017,1.453,-0.0,0.246,1.197,-0.088,-0.0,0.529,0.041,0.001,1.148,-1.144,-0.284,1.318,-0.508,-0.052,0.62,0.904,0.067,1.115,0.0,0.02,-0.206,-1.13,0.0,-1.297,-0.0,-0.0,0.717,0.66,0.002,1.528,-0.828,car
-0.14,-0.568,-0.626,0.011,-1.21,-0.01,-0.231,-1.044,-0.342,-0.088,-0.558,0.265,0.693,-1.379,1.801,0.393,-1.382,-0.598,-0.026,-0.758,-1.294,-0.057,-1.228,0.885,-0.043,-0.759,0.473,0.727,1.143,0.755,-0.093,-1.075,-0.476,-0.131,-1.026,-0.19,noncar
0.2,-0.447,-0.95,-0.297,-1.591,-0.158,0.167,-1.641,-1.736,-0.234,-0.341,0.456,0.362,-1.018,1.289,0.752,-0.996,-0.39,0.043,-0.62,-1.071,-0.276,-1.013,0.744,0.0,-0.728,1.675,0.637,1.143,0.475,-0.369,-0.515,-0.962,0.039,-1.833,-0.0,noncar
0.128,0.525,-0.14,0.183,0.375,0.339,0.0,0.211,0.673,0.38,0.311,0.681,0.004,-0.326,0.265,0.046,-0.225,-0.324,-0.389,0.069,-0.498,-0.367,-0.413,0.002,-0.905,-0.636,-0.863,-0.52,1.55,0.653,0.321,-0.403,0.822,-0.122,0.856,-0.129,noncar
0.002,1.011,1.643,0.003,1.199,-0.137,-0.178,1.316,0.673,0.496,0.746,-0.426,-0.128,1.599,-1.4,-0.032,1.704,-0.0,0.002,1.998,1.19,-0.162,1.58,0.519,-0.306,1.177,-0.195,-0.207,-0.89,0.002,-0.913,0.941,-0.314,-0.005,0.453,-0.482,car
-0.669,-0.932,-0.788,-0.241,-1.02,-0.625,-0.848,-0.895,-0.342,0.005,-0.341,0.18,0.066,-1.409,1.673,0.98,-1.382,0.123,-0.082,-0.62,-1.39,0.939,-1.216,0.005,-0.353,-0.974,-1.264,0.044,0.127,-0.248,0.104,-0.179,2.12,-0.865,1.663,0.033,noncar
0.059,0.889,0.671,-0.013,1.326,-0.0,-0.951,1.286,0.673,0.117,0.311,-0.011,-0.097,0.967,-1.016,0.108,0.933,0.761,-0.213,0.551,0.84,0.461,0.912,-0.033,-0.068,-0.022,-0.462,-0.084,-0.483,0.087,0.284,-0.179,0.011,-0.123,0.049,0.0,car
-0.018,1.861,1.643,0.0,0.882,0.006,0.008,0.659,-0.595,-0.583,-0.558,-0.159,-0.141,2.171,-1.656,0.213,2.09,0.015,-0.0,1.516,2.496,0.704,2.361,-0.725,-0.501,2.068,1.675,0.079,0.33,0.843,-0.25,-0.403,-0.8,0.143,-1.564,-0.066,noncar
0.948,-0.204,0.022,-0.567,-0.513,-0.311,-0.761,0.54,1.56,0.134,-0.341,-0.026,-0.752,-0.356,0.008,-0.775,-0.611,-0.002,-0.38,-0.344,-0.307,0.0,-0.367,-0.067,0.118,0.255,-0.329,-0.0,0.33,-0.002,0.872,-0.739,0.984,-0.056,0.722,0.357,noncar
0.079,-0.69,-1.76,-0.536,-1.527,0.002,-0.049,-0.865,-0.342,0.203,-0.558,-0.501,0.296,-1.259,1.417,-0.018,-0.996,-0.898,0.961,-1.24,-1.294,-0.055,-1.114,-0.007,0.085,-1.896,-1.264,0.052,-0.483,-0.133,-0.17,-0.291,1.633,-0.192,1.394,0.011,noncar
-0.042,-0.082,-0.95,-0.506,0.248,0.031,0.216,0.33,-0.342,-0.0,0.094,0.016,0.637,-0.055,-0.248,-0.194,-0.225,-0.514,0.962,-0.964,-0.084,0.003,-0.124,0.281,0.733,-1.404,-1.264,0.056,-0.077,0.521,-0.933,0.493,1.309,-0.273,1.125,0.001,car
0.006,0.282,-1.274,-0.026,-0.513,0.087,-0.626,0.54,0.799,-0.809,-0.123,-0.178,0.231,-0.296,0.136,-0.023,-0.225,-0.001,-0.047,-0.964,-0.179,0.0,-0.35,-0.618,0.58,-1.251,-0.462,-0.087,-0.687,-0.242,-0.953,0.381,0.173,0.315,0.184,-0.355,car
0.301,-0.69,-0.302,0.017,-0.766,0.87,-0.556,0.241,1.56,-0.322,2.267,0.197,-0.92,-0.507,0.393,0.108,-0.611,-0.003,0.751,-0.344,-0.275,0.0,-0.554,-0.249,-0.804,-0.206,0.473,-0.05,-1.093,-0.159,0.003,-0.403,-0.476,0.021,-0.892,0.05,noncar
0.328,-0.69,-0.14,-0.0,0.121,-0.0,0.25,-1.014,-0.849,0.014,0.746,-0.087,-0.047,-0.416,0.393,0.005,-0.225,-0.852,0.198,0.689,-0.402,0.999,-0.503,0.277,-0.17,-0.329,0.339,0.002,0.127,0.107,-0.013,-0.179,-0.962,0.225,-0.085,-0.551,noncar
-0.004,-0.204,-0.788,0.013,-1.02,-0.974,-0.999,-1.731,-1.736,-0.041,-0.341,-0.003,-0.368,-0.898,1.161,0.695,-0.611,0.145,-0.296,-0.551,-0.944,-0.197,-0.922,-0.072,-0.028,-0.82,1.675,0.0,1.143,0.337,-0.091,0.717,-1.125,-0.262,-1.698,-0.468,noncar
0.316,-0.69,-0.14,-0.467,-0.766,-0.65,-0.029,-0.536,-0.088,-0.068,-0.123,-0.046,-0.263,-0.777,0.649,-0.0,-0.996,0.263,0.591,-0.344,-0.816,0.463,-0.73,-0.432,-0.709,-0.052,-0.596,-0.163,0.127,-0.104,0.933,-0.515,1.147,-0.385,0.99,0.881,noncar
0.012,0.039,-0.95,0.321,-0.449,-0.173,0.087,0.45,1.307,0.18,-0.123,0.172,0.047,-0.416,0.136,0.982,-0.611,-0.229,0.091,-1.033,-0.434,0.172,-0.424,-0.054,-0.045,-0.913,-0.329,-0.033,-0.483,-0.058,0.001,-0.851,0.498,-0.479,0.587,-0.716,noncar
0.0,1.618,0.995,0.679,1.326,0.075,0.0,0.39,-0.722,0.002,0.529,-0.003,0.133,1.328,-1.272,0.57,1.318,-0.061,-0.03,0.965,1.19,-0.83,1.319,-0.234,-0.64,1.3,-0.062,-0.405,-0.89,-0.071,0.069,-0.963,-0.151,0.01,0.318,-0.042,car
-0.035,-0.932,-1.112,-0.019,-1.527,0.083,-0.206,-1.492,-0.722,-0.008,-0.993,0.027,0.944,-1.529,2.057,-0.045,-1.382,0.044,-0.023,-1.309,-1.549,-0.778,-1.313,0.111,0.238,-0.698,0.74,0.02,0.533,-0.003,-0.149,-1.187,-0.8,-0.178,-1.295,0.074,noncar
-0.418,-1.783,-0.95,-0.225,-0.64,0.445,-0.55,-1.253,-1.102,-0.88,0.094,0.029,0.076,-0.807,0.905,-0.035,-0.611,-0.357,0.007,-0.896,-0.753,-0.096,-0.82,0.188,-0.07,-0.943,0.606,0.421,0.127,-0.432,0.654,0.941,-1.287,0.022,-0.892,-0.353,car
-0.879,-0.447,-0.95,-0.281,0.438,0.286,-0.005,0.36,0.039,0.005,-0.123,-0.076,0.1,0.185,-0.376,-0.0,0.161,-0.385,0.675,-1.102,0.362,-0.0,0.102,-0.094,0.0,-0.636,-0.329,0.973,0.94,-0.0,0.0,0.269,0.011,0.365,-0.085,-0.003,car
0.971,-0.932,0.022,-0.593,-1.02,-0.366,-0.028,-1.283,-0.595,-0.123,-0.123,0.0,-0.969,-0.627,0.649,0.117,-0.611,0.933,0.998,-0.207,-0.593,-0.075,-0.673,0.177,0.719,0.347,1.808,-0.025,-1.297,0.132,-0.078,-0.627,-1.611,0.214,-1.833,0.027,noncar
-0.643,2.346,0.509,-0.201,1.009,-0.321,0.019,1.167,0.039,-0.0,0.094,-0.134,0.039,1.028,-1.016,0.068,0.933,0.002,-0.624,0.207,0.872,0.0,0.98,-0.273,-0.211,0.255,-1.13,-0.043,2.16,-0.004,0.073,1.836,0.66,-0.472,1.125,-0.0,car
0.61,-0.811,0.671,0.002,0.248,0.003,0.001,0.629,0.292,-0.282,0.094,0.002,0.002,0.245,-0.504,-0.247,0.161,0.368,-0.0,0.345,0.267,0.0,0.176,0.061,0.06,1.054,-0.73,-0.056,0.94,0.66,0.837,-0.627,0.498,-0.504,0.453,0.164,car
-0.125,1.739,1.805,-0.453,1.262,-0.373,0.068,2.302,1.687,0.002,-0.558,0.106,-0.01,2.11,-1.656,0.232,2.09,-0.0,-0.941,1.309,2.401,-0.388,2.349,0.006,0.393,1.638,1.274,-0.0,0.533,-0.148,0.008,0.045,-0.476,-0.129,-1.429,0.003,noncar
-0.143,-0.932,-0.788,0.048,-1.02,-0.001,-0.0,-0.924,-0.342,-0.158,-0.993,0.85,0.003,-0.958,1.033,-0.587,-0.996,-0.133,-0.0,-1.033,-0.848,-0.015,-0.911,-0.314,-0.232,-0.728,0.205,0.171,-0.077,0.116,0.228,0.157,-0.476,0.284,-0.757,-0.017,car
-0.26,-1.054,-0.302,0.128,-1.02,0.002,-0.006,-1.432,-0.975,-0.275,-0.341,0.434,-0.122,-0.567,0.649,-0.102,-0.611,-0.026,-0.135,-0.069,-0.625,0.075,-0.656,0.423,0.262,0.009,1.942,0.699,-1.297,0.011,-0.143,-0.851,-1.611,-0.94,-1.833,0.005,noncar
0.562,0.889,1.805,0.0,1.199,-0.982,-0.001,1.854,1.307,-0.633,0.311,0.108,0.74,1.449,-1.272,0.01,1.318,-0.144,0.204,1.585,1.382,0.052,1.461,-0.019,0.001,1.269,-0.062,0.207,-0.89,0.026,0.005,-0.739,-0.314,0.981,0.184,0.002,car
-0.522,1.375,1.643,-0.239,0.882,0.204,-0.228,0.36,-0.722,-0.624,0.094,-0.206,-0.502,1.509,-1.4,-0.003,1.704,0.093,0.51,1.86,1.35,-0.203,1.546,-0.0,-0.0,1.269,0.205,0.816,-0.483,-0.025,-0.468,-0.851,-0.314,-0.264,-0.219,0.105,car
0.04,-0.69,-0.95,-0.436,0.375,0.322,-0.114,0.749,0.926,0.006,-0.123,0.005,0.041,-0.025,-0.12,0.114,-0.225,0.206,0.195,-1.033,0.33,-0.856,-0.135,0.012,0.244,-0.728,0.205,-0.513,-0.687,-0.151,0.775,1.053,-0.476,0.208,-0.488,-0.419,car
0.13,2.346,1.319,-0.067,0.692,-0.215,-0.028,0.838,0.039,0.812,0.529,0.281,0.528,1.419,-1.272,0.031,1.318,0.821,0.015,1.171,1.031,-0.042,1.404,-0.811,-0.691,0.654,-0.062,-0.046,-0.077,-0.287,0.903,1.388,-0.151,-0.02,0.453,0.003,car
-0.668,-0.568,-0.464,0.057,-0.449,-0.028,-0.985,-0.865,-0.849,-0.021,-0.558,-0.27,0.008,-0.717,0.649,0.032,-0.611,0.248,-0.303,-0.62,-0.593,-0.755,-0.724,-0.913,0.0,-0.267,-0.195,0.805,1.753,-0.034,0.0,1.5,0.335,0.546,0.318,-0.0,car
0.343,0.525,-1.598,-0.164,-0.766,0.47,-0.515,0.39,0.799,-0.227,-0.775,0.018,-0.0,-0.416,0.008,-0.696,-0.611,-0.013,-0.043,-1.653,-0.147,0.146,-0.39,-0.0,-0.421,-1.773,-0.195,-0.214,-0.687,-0.954,-0.577,1.053,2.12,0.055,1.259,0.049,noncar
0.922,0.889,0.509,-0.219,0.185,-0.229,-0.002,0.659,-0.215,0.101,0.529,0.195,0.006,0.185,-0.376,0.61,0.161,0.722,0.116,0.345,0.107,-0.017,0.102,0.058,-0.038,0.378,-1.397,-0.177,-0.28,0.016,0.407,1.053,1.309,0.319,1.931,-0.921,car
-0.591,1.739,1.481,0.179,1.326,0.0,0.001,1.286,0.419,-0.753,0.529,0.001,0.004,1.178,-1.144,-0.479,1.318,-0.323,0.005,0.965,1.254,-0.0,1.178,-0.559,0.865,2.006,-0.195,0.289,0.533,0.301,-0.644,-1.411,0.011,0.176,0.184,-0.405,car
0.16,-0.325,-0.788,-0.004,0.058,-0.002,-0.932,-0.088,-0.215,0.022,-0.123,0.001,-0.428,-0.266,0.008,-0.039,-0.225,0.0,0.31,-1.033,0.012,0.124,-0.322,-0.526,-0.014,-0.605,-0.062,-0.399,-0.28,0.845,-0.611,-0.627,-0.476,0.6,-0.623,-0.045,car
0.001,-0.932,-0.302,-0.01,-0.83,0.002,-0.006,-1.373,-0.975,0.808,-0.558,-0.774,-0.558,-0.567,0.649,-0.135,-0.611,0.0,-0.096,-0.275,-0.466,-0.914,-0.65,0.617,0.096,0.071,1.942,0.227,-0.687,0.004,0.464,-0.627,-1.449,-0.51,-1.833,0.03,noncar
-0.121,0.403,-1.598,0.211,-1.02,-0.431,-0.301,-0.536,0.292,0.001,-0.123,0.003,0.77,-1.228,1.417,-0.957,-0.996,-0.076,-0.063,-1.309,-1.294,-0.168,-1.097,-0.08,-0.203,-1.927,-0.863,0.348,-0.077,-0.002,0.037,-1.187,0.984,-0.001,0.587,0.045,noncar
0.453,1.375,1.319,0.505,1.643,-0.806,0.531,1.107,0.166,0.026,0.746,-0.042,-0.277,1.599,-1.272,0.039,1.704,0.0,0.685,1.378,1.19,-0.797,1.54,0.329,0.135,0.808,-0.195,0.008,1.753,0.183,0.735,2.508,0.011,0.075,0.99,-0.066,car
-0.109,0.039,-0.302,0.528,-0.83,-0.299,-0.072,-0.237,-0.342,-0.229,-0.341,0.045,0.154,-0.507,0.265,-0.577,-0.611,0.183,0.571,-0.344,-0.434,-0.043,-0.515,0.112,-0.792,0.378,-0.73,-0.028,1.143,-0.057,0.002,-0.179,0.66,0.633,0.318,0.452,car
-0.005,0.282,0.022,0.206,0.311,0.0,0.044,0.002,0.673,0.0,0.311,-0.456,0.015,-0.446,0.393,-0.262,-0.611,-0.75,-0.132,0.069,-0.689,0.449,-0.503,-0.034,-0.006,-0.022,-0.73,0.032,0.533,0.001,-0.028,-0.515,0.498,-0.265,0.722,0.0,noncar
-0.004,-0.568,0.347,-0.113,-0.132,-0.081,0.003,-1.134,-0.975,-0.107,0.529,0.001,-0.234,-0.266,0.265,0.23,-0.225,-0.448,0.266,1.033,-0.434,0.108,-0.401,-0.635,0.093,-0.022,0.606,0.05,-1.093,-0.056,0.978,-0.627,-1.125,-0.437,-0.354,0.199,noncar
0.018,1.253,1.643,-0.0,1.453,0.347,0.0,1.406,0.799,0.193,0.529,-0.375,0.369,1.088,-1.144,-0.266,0.933,0.766,0.002,1.447,1.031,-0.387,1.036,0.419,-0.145,1.269,-0.195,-0.0,0.533,-0.947,0.976,0.605,0.011,0.04,0.049,-0.102,car
0.111,1.861,1.481,0.296,1.326,-0.085,-0.31,1.525,0.546,-0.006,0.529,-0.195,-0.198,1.358,-1.272,0.97,1.318,-0.009,-0.0,1.309,1.286,-0.39,1.342,-0.418,0.102,1.146,-0.329,0.036,-1.093,-0.027,-0.138,1.165,-0.151,-0.993,0.722,-0.12,car
-0.07,1.861,1.319,-0.909,1.326,-0.0,-0.038,1.227,0.166,-0.095,0.529,0.001,-0.019,1.509,-1.4,0.0,1.704,-0.001,0.526,1.653,1.286,-0.308,1.512,0.0,-0.895,1.146,-0.195,-0.83,-0.077,-0.026,0.994,-1.075,-0.151,-0.231,0.453,-0.054,car
0.802,0.646,1.481,0.582,1.136,-0.475,-0.087,0.898,0.039,-0.007,0.094,0.047,-0.053,0.937,-1.016,-0.027,0.933,-0.012,-0.001,1.24,1.063,0.067,0.906,0.228,0.006,2.037,-0.329,-0.457,-0.89,-0.683,-0.812,-0.627,0.011,-0.372,0.318,-0.007,car
-0.007,-0.204,0.184,0.929,-0.006,0.353,0.121,0.032,-0.468,0.385,-0.123,0.002,-0.173,-0.115,-0.12,0.222,-0.225,0.472,-0.937,0.069,-0.243,-0.218,-0.175,0.543,0.559,-0.329,-1.531,0.408,0.33,-0.007,0.126,-0.179,1.796,0.004,1.663,-0.062,car
0.0,-1.175,-1.112,0.0,-1.02,0.105,0.481,-0.924,0.039,-0.327,-0.558,-0.248,-0.308,-1.289,1.673,0.008,-0.996,0.375,0.0,-1.102,-1.421,-0.639,-1.177,-0.0,-0.222,-1.097,-0.329,-0.611,-0.483,0.863,0.325,-0.627,-0.638,-0.653,-0.757,0.013,car
0.225,-1.054,-0.464,0.539,-1.02,-0.667,0.858,-1.462,-1.102,0.155,-0.341,0.262,-0.949,-0.597,0.521,0.052,-0.611,0.0,0.445,-0.207,-0.498,0.078,-0.65,0.182,-0.0,-0.36,1.675,-0.109,-0.28,0.002,0.009,-0.963,-1.449,0.239,-1.833,-0.001,noncar
0.916,-0.568,-1.436,-0.0,-0.893,0.163,-0.047,-0.835,-0.342,-0.15,-0.123,0.005,0.799,-0.898,0.777,0.858,-0.996,0.056,-0.018,-1.24,-0.721,0.716,-0.843,-0.226,0.003,-1.466,0.072,-0.016,0.127,0.297,0.885,-1.299,0.011,0.0,0.049,0.518,noncar
-0.467,1.739,1.319,0.568,1.389,-0.017,0.694,0.36,-0.722,0.571,0.529,-0.119,0.094,1.539,-1.272,-0.093,1.704,0.511,-0.223,1.309,1.19,-0.0,1.54,-0.029,-0.144,1.207,-0.062,0.395,1.753,-0.128,-0.298,0.605,0.011,0.136,0.453,0.49,car
